"","ZD01","ZD02","ZD03","ZD04","ZG01","ZG02","ZG03","ZG04","ZP01","ZP02","ZP03","ZP04","ZS01","ZS02","ZS03","ZS04","ZW01","ZW02","ZW03","ZW04","Consensus.Lineage"
"Otu2540",0,0,0,0,0,0,0,0,0,10,5,8,0,0,0,3,3,1,1,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu949",0,0,0,0,0,0,0,0,6,4,2,6,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"Otu938",0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu801",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu747",0,0,0,0,0,0,0,0,3,2,0,7,0,0,1,4,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu1789",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1456",1,0,0,1,0,0,0,0,1,10,0,7,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__"
"Otu1452",0,0,0,0,0,0,0,0,14,2,1,4,0,0,2,2,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu2502",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu743",0,0,0,0,0,0,0,0,41,3,16,2,1,1,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"Otu821",0,0,0,0,0,0,0,0,7,20,2,18,0,1,1,2,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]"
"Otu1794",0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,0,0,0,0,"k__Bacteria"
"Otu1017",0,0,0,0,0,0,0,0,32,9,15,18,2,3,0,6,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"Otu1905",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu1696",0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"Otu926",0,0,0,0,0,0,0,0,30,33,23,19,5,9,8,12,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__"
"Otu2157",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__"
"Otu1650",0,0,0,0,0,0,0,0,3,5,0,7,2,1,3,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"Otu1216",0,0,0,0,0,0,0,0,2,14,0,1,1,0,0,3,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1415",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"
"Otu1852",0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu3116",0,0,0,0,0,0,0,0,1,89,6,2,2,2,0,5,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu602",0,0,0,0,0,0,0,0,17,13,21,17,5,2,2,3,0,0,0,0,"k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__"
"Otu1188",0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,"k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__"
"Otu2069",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"k__Bacteria"
"Otu1306",0,0,0,0,0,0,0,0,4,0,1,2,2,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae"
"Otu700",0,0,0,0,0,0,0,0,1,24,13,23,5,2,1,6,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae"
"Otu1113",0,0,0,0,0,0,0,0,5,11,1,12,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
"Otu967",0,0,0,0,0,0,0,0,2,1,4,2,0,0,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria"
"Otu2300",0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu2394",0,0,0,0,0,0,0,0,13,7,7,0,0,1,0,5,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"Otu2200",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes"
"Otu1751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu2302",0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,6,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu571",0,0,0,0,0,0,0,0,29,2,1,26,5,0,0,3,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidicapsa; s__borealis"
"Otu1313",0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,1,0,0,0,0,"k__Bacteria"
"Otu2901",0,0,0,0,0,0,0,0,2,0,1,2,1,1,2,2,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu2913",0,0,0,0,0,0,0,0,2,0,3,10,2,2,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__"
"Otu1227",0,0,0,0,0,0,0,0,0,5,0,12,1,0,0,7,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__; g__; s__"
"Otu2493",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu2320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu2969",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,"k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"Otu637",0,0,0,0,0,0,0,0,0,25,16,12,9,7,2,17,0,0,0,0,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu2014",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu487",0,0,0,0,0,0,0,0,0,0,20,22,1,3,1,3,0,2,3,2,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu524",0,0,0,0,0,0,0,0,0,8,4,31,2,1,2,8,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
"Otu2906",0,0,0,0,0,0,0,0,1,1,9,4,1,1,2,10,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Chthoniobacter; s__"
"Otu754",0,0,0,0,0,0,0,0,0,10,5,8,0,1,2,3,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2186",0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu2068",0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,6,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae"
"Otu936",0,0,0,0,0,0,0,0,23,9,3,7,1,0,2,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu584",0,0,0,0,0,0,0,0,12,22,47,21,7,1,6,15,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu2054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"Otu1144",0,0,0,0,0,0,0,0,1,1,1,11,2,0,0,2,1,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu446",0,0,0,0,0,0,0,0,8,62,24,46,2,1,2,10,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"Otu2961",0,0,0,0,0,0,0,0,21,19,9,12,0,0,2,7,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae"
"Otu1024",0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"
"Otu1191",0,0,0,0,0,0,0,0,8,1,6,0,0,0,1,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae"
"Otu2924",0,0,0,0,0,0,0,0,2,10,5,5,1,0,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu796",0,0,0,0,0,0,0,0,9,1,3,3,1,6,0,6,0,0,0,0,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu2741",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu1425",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria"
"Otu948",0,0,0,0,0,0,0,0,1,3,0,2,1,0,4,5,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__; s__"
"Otu1351",0,0,0,0,0,0,0,0,0,8,5,7,0,0,0,1,0,0,0,0,"k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__"
"Otu1371",0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu1895",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"Otu1846",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
"Otu969",0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,1,0,0,0,0,"k__Bacteria"
"Otu3114",0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,5,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__; g__; s__"
"Otu1842",0,0,0,0,0,0,0,0,6,2,0,1,0,0,1,3,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__[Amoebophilaceae]; g__Candidatus Amoebophilus; s__"
"Otu921",0,0,0,0,2,0,0,0,1,20,17,25,0,0,0,3,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu1709",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1377",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__"
"Otu762",0,0,0,0,0,0,0,1,12,2,10,8,0,1,1,4,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"Otu906",0,0,0,0,0,0,0,0,4,19,34,12,7,3,3,12,1,2,2,4,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii"
"Otu518",0,0,0,0,0,0,0,0,5,1,11,83,9,5,0,3,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__"
"Otu1485",0,0,0,0,0,0,0,0,0,10,14,12,5,2,7,9,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu672",0,0,0,0,0,0,0,0,30,20,22,13,8,2,2,10,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
"Otu2101",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2372",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1786",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu2507",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2868",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__; s__"
"Otu1250",0,0,0,0,0,0,0,0,4,9,6,4,0,1,0,1,1,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Pleomorphomonas; s__"
"Otu1168",0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,6,0,0,0,2,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__"
"Otu712",0,0,0,0,0,0,0,0,12,12,6,6,2,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__"
"Otu1079",0,0,0,0,0,0,0,0,12,0,5,5,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales"
"Otu696",0,0,0,0,0,0,0,0,3,16,13,15,9,3,4,28,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales"
"Otu1900",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1279",0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1671",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__"
"Otu2729",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1361",0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,15,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu2542",0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu1782",0,0,0,0,0,0,0,0,0,8,1,5,0,0,0,0,2,0,2,2,"k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"Otu1143",0,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu2909",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae"
"Otu1608",0,0,0,0,0,0,0,0,0,2,2,3,0,1,1,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__"
"Otu2178",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"Otu2106",0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu1320",0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"Otu1068",0,0,0,0,0,0,0,0,4,5,4,0,1,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu2532",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu1225",0,0,0,0,0,0,0,0,15,1,6,6,1,0,1,1,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__; s__"
"Otu2053",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__"
"Otu1458",1,2,2,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu1026",0,0,0,0,0,0,0,0,9,4,2,4,5,0,0,5,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae"
"Otu1266",0,0,0,0,0,0,0,0,6,0,2,4,0,0,1,2,0,2,1,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__"
"Otu2479",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1060",0,0,0,0,0,0,0,0,0,6,11,7,0,0,0,1,0,0,0,1,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu970",0,0,0,0,0,0,0,0,0,23,9,10,3,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii"
"Otu2311",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu1763",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu908",0,0,0,0,0,0,0,0,9,4,15,1,6,0,3,6,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu1000",0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,1,0,0,1,2,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu2042",0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"Otu957",0,0,0,0,0,0,0,0,2,1,1,5,1,0,3,6,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu1772",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu2064",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"Otu1744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu1417",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__Opitutae"
"Otu2691",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu2336",0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Tatlockia; s__"
"Otu2352",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
"Otu2972",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu1192",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu2955",0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu1185",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu2734",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu1953",0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"Otu1419",0,0,0,0,0,0,0,0,6,4,0,4,0,2,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1588",0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,"k__Bacteria; p__Chloroflexi"
"Otu2866",0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu1428",0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu2626",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu1832",0,0,0,0,0,0,0,0,5,14,3,0,2,2,0,2,0,1,1,0,"k__Bacteria; p__Verrucomicrobia"
"Otu1983",0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__"
"Otu1525",0,0,0,0,0,0,0,0,7,13,0,8,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"Otu2073",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae"
"Otu2049",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu1924",0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2689",0,0,0,0,0,0,0,0,0,5,2,2,2,0,1,0,0,0,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu1435",0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,3,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__"
"Otu1182",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"Otu1038",0,0,0,0,0,0,0,0,5,3,0,12,4,1,5,7,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"Otu903",0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales"
"Otu2854",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
"Otu2227",0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__"
